pdc;id_compteur;date_debut;date_fin
linky12705;C00012705;2054-07-13 00:00:00;2054-07-29 00:00:00
linky12706;C00012706;2054-07-14 00:00:00;2054-07-30 00:00:00
linky12707;C00012707;2054-07-15 00:00:00;2054-07-31 00:00:00
linky12708;C00012708;2054-07-16 00:00:00;2054-08-01 00:00:00
linky12709;C00012709;2054-07-17 00:00:00;2054-08-02 00:00:00
linky12710;C00012710;2054-07-18 00:00:00;2054-08-03 00:00:00
linky12711;C00012711;2054-07-19 00:00:00;2054-08-04 00:00:00
linky12712;C00012712;2054-07-20 00:00:00;2054-08-05 00:00:00
linky12713;C00012713;2054-07-21 00:00:00;2054-08-06 00:00:00
linky12714;C00012714;2054-07-22 00:00:00;2054-08-07 00:00:00
linky12715;C00012715;2054-07-23 00:00:00;2054-08-08 00:00:00
linky12716;C00012716;2054-07-24 00:00:00;2054-08-09 00:00:00
linky12717;C00012717;2054-07-25 00:00:00;2054-08-10 00:00:00
linky12718;C00012718;2054-07-26 00:00:00;2054-08-11 00:00:00
linky12719;C00012719;2054-07-27 00:00:00;2054-08-12 00:00:00
linky12720;C00012720;2054-07-28 00:00:00;2054-08-13 00:00:00
linky12721;C00012721;2054-07-29 00:00:00;2054-08-14 00:00:00
linky12722;C00012722;2054-07-30 00:00:00;2054-08-15 00:00:00
linky12723;C00012723;2054-07-31 00:00:00;2054-08-16 00:00:00
linky12724;C00012724;2054-08-01 00:00:00;2054-08-17 00:00:00
linky12725;C00012725;2054-08-02 00:00:00;2054-08-18 00:00:00
linky12726;C00012726;2054-08-03 00:00:00;2054-08-19 00:00:00
linky12727;C00012727;2054-08-04 00:00:00;2054-08-20 00:00:00
linky12728;C00012728;2054-08-05 00:00:00;2054-08-21 00:00:00
linky12729;C00012729;2054-08-06 00:00:00;2054-08-22 00:00:00
linky12730;C00012730;2054-08-07 00:00:00;2054-08-23 00:00:00
linky12731;C00012731;2054-08-08 00:00:00;2054-08-24 00:00:00
linky12732;C00012732;2054-08-09 00:00:00;2054-08-25 00:00:00
linky12733;C00012733;2054-08-10 00:00:00;2054-08-26 00:00:00
linky12734;C00012734;2054-08-11 00:00:00;2054-08-27 00:00:00
linky12735;C00012735;2054-08-12 00:00:00;2054-08-28 00:00:00
linky12736;C00012736;2054-08-13 00:00:00;2054-08-29 00:00:00
linky12737;C00012737;2054-08-14 00:00:00;2054-08-30 00:00:00
linky12738;C00012738;2054-08-15 00:00:00;2054-08-31 00:00:00
linky12739;C00012739;2054-08-16 00:00:00;2054-09-01 00:00:00
linky12740;C00012740;2054-08-17 00:00:00;2054-09-02 00:00:00
linky12741;C00012741;2054-08-18 00:00:00;2054-09-03 00:00:00
linky12742;C00012742;2054-08-19 00:00:00;2054-09-04 00:00:00
linky12743;C00012743;2054-08-20 00:00:00;2054-09-05 00:00:00
linky12744;C00012744;2054-08-21 00:00:00;2054-09-06 00:00:00
linky12745;C00012745;2054-08-22 00:00:00;2054-09-07 00:00:00
linky12746;C00012746;2054-08-23 00:00:00;2054-09-08 00:00:00
linky12747;C00012747;2054-08-24 00:00:00;2054-09-09 00:00:00
linky12748;C00012748;2054-08-25 00:00:00;2054-09-10 00:00:00
linky12749;C00012749;2054-08-26 00:00:00;2054-09-11 00:00:00
linky12750;C00012750;2054-08-27 00:00:00;2054-09-12 00:00:00
linky12751;C00012751;2054-08-28 00:00:00;2054-09-13 00:00:00
linky12752;C00012752;2054-08-29 00:00:00;2054-09-14 00:00:00
linky12753;C00012753;2054-08-30 00:00:00;2054-09-15 00:00:00
linky12754;C00012754;2054-08-31 00:00:00;2054-09-16 00:00:00
linky12755;C00012755;2054-09-01 00:00:00;2054-09-17 00:00:00
linky12756;C00012756;2054-09-02 00:00:00;2054-09-18 00:00:00
linky12757;C00012757;2054-09-03 00:00:00;2054-09-19 00:00:00
linky12758;C00012758;2054-09-04 00:00:00;2054-09-20 00:00:00
linky12759;C00012759;2054-09-05 00:00:00;2054-09-21 00:00:00
linky12760;C00012760;2054-09-06 00:00:00;2054-09-22 00:00:00
linky12761;C00012761;2054-09-07 00:00:00;2054-09-23 00:00:00
linky12762;C00012762;2054-09-08 00:00:00;2054-09-24 00:00:00
linky12763;C00012763;2054-09-09 00:00:00;2054-09-25 00:00:00
linky12764;C00012764;2054-09-10 00:00:00;2054-09-26 00:00:00
linky12765;C00012765;2054-09-11 00:00:00;2054-09-27 00:00:00
linky12766;C00012766;2054-09-12 00:00:00;2054-09-28 00:00:00
linky12767;C00012767;2054-09-13 00:00:00;2054-09-29 00:00:00
linky12768;C00012768;2054-09-14 00:00:00;2054-09-30 00:00:00
linky12769;C00012769;2054-09-15 00:00:00;2054-10-01 00:00:00
linky12770;C00012770;2054-09-16 00:00:00;2054-10-02 00:00:00
linky12771;C00012771;2054-09-17 00:00:00;2054-10-03 00:00:00
linky12772;C00012772;2054-09-18 00:00:00;2054-10-04 00:00:00
linky12773;C00012773;2054-09-19 00:00:00;2054-10-05 00:00:00
linky12774;C00012774;2054-09-20 00:00:00;2054-10-06 00:00:00
linky12775;C00012775;2054-09-21 00:00:00;2054-10-07 00:00:00
linky12776;C00012776;2054-09-22 00:00:00;2054-10-08 00:00:00
linky12777;C00012777;2054-09-23 00:00:00;2054-10-09 00:00:00
linky12778;C00012778;2054-09-24 00:00:00;2054-10-10 00:00:00
linky12779;C00012779;2054-09-25 00:00:00;2054-10-11 00:00:00
linky12780;C00012780;2054-09-26 00:00:00;2054-10-12 00:00:00
linky12781;C00012781;2054-09-27 00:00:00;2054-10-13 00:00:00
linky12782;C00012782;2054-09-28 00:00:00;2054-10-14 00:00:00
linky12783;C00012783;2054-09-29 00:00:00;2054-10-15 00:00:00
linky12784;C00012784;2054-09-30 00:00:00;2054-10-16 00:00:00
linky12785;C00012785;2054-10-01 00:00:00;2054-10-17 00:00:00
linky12786;C00012786;2054-10-02 00:00:00;2054-10-18 00:00:00
linky12787;C00012787;2054-10-03 00:00:00;2054-10-19 00:00:00
linky12788;C00012788;2054-10-04 00:00:00;2054-10-20 00:00:00
linky12789;C00012789;2054-10-05 00:00:00;2054-10-21 00:00:00
linky12790;C00012790;2054-10-06 00:00:00;2054-10-22 00:00:00
linky12791;C00012791;2054-10-07 00:00:00;2054-10-23 00:00:00
linky12792;C00012792;2054-10-08 00:00:00;2054-10-24 00:00:00
linky12793;C00012793;2054-10-09 00:00:00;2054-10-25 00:00:00
linky12794;C00012794;2054-10-10 00:00:00;2054-10-26 00:00:00
linky12795;C00012795;2054-10-11 00:00:00;2054-10-27 00:00:00
linky12796;C00012796;2054-10-12 00:00:00;2054-10-28 00:00:00
linky12797;C00012797;2054-10-13 00:00:00;2054-10-29 00:00:00
linky12798;C00012798;2054-10-14 00:00:00;2054-10-30 00:00:00
linky12799;C00012799;2054-10-15 00:00:00;2054-10-31 00:00:00
linky12800;C00012800;2054-10-16 00:00:00;2054-11-01 00:00:00
linky12801;C00012801;2054-10-17 00:00:00;2054-11-02 00:00:00
linky12802;C00012802;2054-10-18 00:00:00;2054-11-03 00:00:00
linky12803;C00012803;2054-10-19 00:00:00;2054-11-04 00:00:00
linky12804;C00012804;2054-10-20 00:00:00;2054-11-05 00:00:00
linky12805;C00012805;2054-10-21 00:00:00;2054-11-06 00:00:00
linky12806;C00012806;2054-10-22 00:00:00;2054-11-07 00:00:00
linky12807;C00012807;2054-10-23 00:00:00;2054-11-08 00:00:00
linky12808;C00012808;2054-10-24 00:00:00;2054-11-09 00:00:00
linky12809;C00012809;2054-10-25 00:00:00;2054-11-10 00:00:00
linky12810;C00012810;2054-10-26 00:00:00;2054-11-11 00:00:00
linky12811;C00012811;2054-10-27 00:00:00;2054-11-12 00:00:00
linky12812;C00012812;2054-10-28 00:00:00;2054-11-13 00:00:00
linky12813;C00012813;2054-10-29 00:00:00;2054-11-14 00:00:00
linky12814;C00012814;2054-10-30 00:00:00;2054-11-15 00:00:00
linky12815;C00012815;2054-10-31 00:00:00;2054-11-16 00:00:00
linky12816;C00012816;2054-11-01 00:00:00;2054-11-17 00:00:00
linky12817;C00012817;2054-11-02 00:00:00;2054-11-18 00:00:00
linky12818;C00012818;2054-11-03 00:00:00;2054-11-19 00:00:00
linky12819;C00012819;2054-11-04 00:00:00;2054-11-20 00:00:00
linky12820;C00012820;2054-11-05 00:00:00;2054-11-21 00:00:00
linky12821;C00012821;2054-11-06 00:00:00;2054-11-22 00:00:00
linky12822;C00012822;2054-11-07 00:00:00;2054-11-23 00:00:00
linky12823;C00012823;2054-11-08 00:00:00;2054-11-24 00:00:00
linky12824;C00012824;2054-11-09 00:00:00;2054-11-25 00:00:00
linky12825;C00012825;2054-11-10 00:00:00;2054-11-26 00:00:00
linky12826;C00012826;2054-11-11 00:00:00;2054-11-27 00:00:00
linky12827;C00012827;2054-11-12 00:00:00;2054-11-28 00:00:00
linky12828;C00012828;2054-11-13 00:00:00;2054-11-29 00:00:00
linky12829;C00012829;2054-11-14 00:00:00;2054-11-30 00:00:00
linky12830;C00012830;2054-11-15 00:00:00;2054-12-01 00:00:00
linky12831;C00012831;2054-11-16 00:00:00;2054-12-02 00:00:00
linky12832;C00012832;2054-11-17 00:00:00;2054-12-03 00:00:00
linky12833;C00012833;2054-11-18 00:00:00;2054-12-04 00:00:00
linky12834;C00012834;2054-11-19 00:00:00;2054-12-05 00:00:00
linky12835;C00012835;2054-11-20 00:00:00;2054-12-06 00:00:00
linky12836;C00012836;2054-11-21 00:00:00;2054-12-07 00:00:00
linky12837;C00012837;2054-11-22 00:00:00;2054-12-08 00:00:00
linky12838;C00012838;2054-11-23 00:00:00;2054-12-09 00:00:00
linky12839;C00012839;2054-11-24 00:00:00;2054-12-10 00:00:00
linky12840;C00012840;2054-11-25 00:00:00;2054-12-11 00:00:00
linky12841;C00012841;2054-11-26 00:00:00;2054-12-12 00:00:00
linky12842;C00012842;2054-11-27 00:00:00;2054-12-13 00:00:00
linky12843;C00012843;2054-11-28 00:00:00;2054-12-14 00:00:00
linky12844;C00012844;2054-11-29 00:00:00;2054-12-15 00:00:00
linky12845;C00012845;2054-11-30 00:00:00;2054-12-16 00:00:00
linky12846;C00012846;2054-12-01 00:00:00;2054-12-17 00:00:00
linky12847;C00012847;2054-12-02 00:00:00;2054-12-18 00:00:00
linky12848;C00012848;2054-12-03 00:00:00;2054-12-19 00:00:00
linky12849;C00012849;2054-12-04 00:00:00;2054-12-20 00:00:00
linky12850;C00012850;2054-12-05 00:00:00;2054-12-21 00:00:00
linky12851;C00012851;2054-12-06 00:00:00;2054-12-22 00:00:00
linky12852;C00012852;2054-12-07 00:00:00;2054-12-23 00:00:00
linky12853;C00012853;2054-12-08 00:00:00;2054-12-24 00:00:00
linky12854;C00012854;2054-12-09 00:00:00;2054-12-25 00:00:00
linky12855;C00012855;2054-12-10 00:00:00;2054-12-26 00:00:00
linky12856;C00012856;2054-12-11 00:00:00;2054-12-27 00:00:00
linky12857;C00012857;2054-12-12 00:00:00;2054-12-28 00:00:00
linky12858;C00012858;2054-12-13 00:00:00;2054-12-29 00:00:00
linky12859;C00012859;2054-12-14 00:00:00;2054-12-30 00:00:00
linky12860;C00012860;2054-12-15 00:00:00;2054-12-31 00:00:00
linky12861;C00012861;2054-12-16 00:00:00;2055-01-01 00:00:00
linky12862;C00012862;2054-12-17 00:00:00;2055-01-02 00:00:00
linky12863;C00012863;2054-12-18 00:00:00;2055-01-03 00:00:00
linky12864;C00012864;2054-12-19 00:00:00;2055-01-04 00:00:00
linky12865;C00012865;2054-12-20 00:00:00;2055-01-05 00:00:00
linky12866;C00012866;2054-12-21 00:00:00;2055-01-06 00:00:00
linky12867;C00012867;2054-12-22 00:00:00;2055-01-07 00:00:00
linky12868;C00012868;2054-12-23 00:00:00;2055-01-08 00:00:00
linky12869;C00012869;2054-12-24 00:00:00;2055-01-09 00:00:00
linky12870;C00012870;2054-12-25 00:00:00;2055-01-10 00:00:00
linky12871;C00012871;2054-12-26 00:00:00;2055-01-11 00:00:00
linky12872;C00012872;2054-12-27 00:00:00;2055-01-12 00:00:00
linky12873;C00012873;2054-12-28 00:00:00;2055-01-13 00:00:00
linky12874;C00012874;2054-12-29 00:00:00;2055-01-14 00:00:00
linky12875;C00012875;2054-12-30 00:00:00;2055-01-15 00:00:00
linky12876;C00012876;2054-12-31 00:00:00;2055-01-16 00:00:00
linky12877;C00012877;2055-01-01 00:00:00;2055-01-17 00:00:00
linky12878;C00012878;2055-01-02 00:00:00;2055-01-18 00:00:00
linky12879;C00012879;2055-01-03 00:00:00;2055-01-19 00:00:00
linky12880;C00012880;2055-01-04 00:00:00;2055-01-20 00:00:00
linky12881;C00012881;2055-01-05 00:00:00;2055-01-21 00:00:00
linky12882;C00012882;2055-01-06 00:00:00;2055-01-22 00:00:00
linky12883;C00012883;2055-01-07 00:00:00;2055-01-23 00:00:00
linky12884;C00012884;2055-01-08 00:00:00;2055-01-24 00:00:00
linky12885;C00012885;2055-01-09 00:00:00;2055-01-25 00:00:00
linky12886;C00012886;2055-01-10 00:00:00;2055-01-26 00:00:00
linky12887;C00012887;2055-01-11 00:00:00;2055-01-27 00:00:00
linky12888;C00012888;2055-01-12 00:00:00;2055-01-28 00:00:00
linky12889;C00012889;2055-01-13 00:00:00;2055-01-29 00:00:00
linky12890;C00012890;2055-01-14 00:00:00;2055-01-30 00:00:00
linky12891;C00012891;2055-01-15 00:00:00;2055-01-31 00:00:00
linky12892;C00012892;2055-01-16 00:00:00;2055-02-01 00:00:00
linky12893;C00012893;2055-01-17 00:00:00;2055-02-02 00:00:00
linky12894;C00012894;2055-01-18 00:00:00;2055-02-03 00:00:00
linky12895;C00012895;2055-01-19 00:00:00;2055-02-04 00:00:00
linky12896;C00012896;2055-01-20 00:00:00;2055-02-05 00:00:00
linky12897;C00012897;2055-01-21 00:00:00;2055-02-06 00:00:00
linky12898;C00012898;2055-01-22 00:00:00;2055-02-07 00:00:00
linky12899;C00012899;2055-01-23 00:00:00;2055-02-08 00:00:00
linky12900;C00012900;2055-01-24 00:00:00;2055-02-09 00:00:00
linky12901;C00012901;2055-01-25 00:00:00;2055-02-10 00:00:00
linky12902;C00012902;2055-01-26 00:00:00;2055-02-11 00:00:00
linky12903;C00012903;2055-01-27 00:00:00;2055-02-12 00:00:00
linky12904;C00012904;2055-01-28 00:00:00;2055-02-13 00:00:00
linky12905;C00012905;2055-01-29 00:00:00;2055-02-14 00:00:00
linky12906;C00012906;2055-01-30 00:00:00;2055-02-15 00:00:00
linky12907;C00012907;2055-01-31 00:00:00;2055-02-16 00:00:00
linky12908;C00012908;2055-02-01 00:00:00;2055-02-17 00:00:00
linky12909;C00012909;2055-02-02 00:00:00;2055-02-18 00:00:00
linky12910;C00012910;2055-02-03 00:00:00;2055-02-19 00:00:00
linky12911;C00012911;2055-02-04 00:00:00;2055-02-20 00:00:00
linky12912;C00012912;2055-02-05 00:00:00;2055-02-21 00:00:00
linky12913;C00012913;2055-02-06 00:00:00;2055-02-22 00:00:00
linky12914;C00012914;2055-02-07 00:00:00;2055-02-23 00:00:00
linky12915;C00012915;2055-02-08 00:00:00;2055-02-24 00:00:00
linky12916;C00012916;2055-02-09 00:00:00;2055-02-25 00:00:00
linky12917;C00012917;2055-02-10 00:00:00;2055-02-26 00:00:00
linky12918;C00012918;2055-02-11 00:00:00;2055-02-27 00:00:00
linky12919;C00012919;2055-02-12 00:00:00;2055-02-28 00:00:00
linky12920;C00012920;2055-02-13 00:00:00;2055-03-01 00:00:00
linky12921;C00012921;2055-02-14 00:00:00;2055-03-02 00:00:00
linky12922;C00012922;2055-02-15 00:00:00;2055-03-03 00:00:00
linky12923;C00012923;2055-02-16 00:00:00;2055-03-04 00:00:00
linky12924;C00012924;2055-02-17 00:00:00;2055-03-05 00:00:00
linky12925;C00012925;2055-02-18 00:00:00;2055-03-06 00:00:00
linky12926;C00012926;2055-02-19 00:00:00;2055-03-07 00:00:00
linky12927;C00012927;2055-02-20 00:00:00;2055-03-08 00:00:00
linky12928;C00012928;2055-02-21 00:00:00;2055-03-09 00:00:00
linky12929;C00012929;2055-02-22 00:00:00;2055-03-10 00:00:00
linky12930;C00012930;2055-02-23 00:00:00;2055-03-11 00:00:00
linky12931;C00012931;2055-02-24 00:00:00;2055-03-12 00:00:00
linky12932;C00012932;2055-02-25 00:00:00;2055-03-13 00:00:00
linky12933;C00012933;2055-02-26 00:00:00;2055-03-14 00:00:00
linky12934;C00012934;2055-02-27 00:00:00;2055-03-15 00:00:00
linky12935;C00012935;2055-02-28 00:00:00;2055-03-16 00:00:00
linky12936;C00012936;2055-03-01 00:00:00;2055-03-17 00:00:00
linky12937;C00012937;2055-03-02 00:00:00;2055-03-18 00:00:00
linky12938;C00012938;2055-03-03 00:00:00;2055-03-19 00:00:00
linky12939;C00012939;2055-03-04 00:00:00;2055-03-20 00:00:00
linky12940;C00012940;2055-03-05 00:00:00;2055-03-21 00:00:00
linky12941;C00012941;2055-03-06 00:00:00;2055-03-22 00:00:00
linky12942;C00012942;2055-03-07 00:00:00;2055-03-23 00:00:00
linky12943;C00012943;2055-03-08 00:00:00;2055-03-24 00:00:00
linky12944;C00012944;2055-03-09 00:00:00;2055-03-25 00:00:00
linky12945;C00012945;2055-03-10 00:00:00;2055-03-26 00:00:00
linky12946;C00012946;2055-03-11 00:00:00;2055-03-27 00:00:00
linky12947;C00012947;2055-03-12 00:00:00;2055-03-28 00:00:00
linky12948;C00012948;2055-03-13 00:00:00;2055-03-29 00:00:00
linky12949;C00012949;2055-03-14 00:00:00;2055-03-30 00:00:00
linky12950;C00012950;2055-03-15 00:00:00;2055-03-31 00:00:00
linky12951;C00012951;2055-03-16 00:00:00;2055-04-01 00:00:00
linky12952;C00012952;2055-03-17 00:00:00;2055-04-02 00:00:00
linky12953;C00012953;2055-03-18 00:00:00;2055-04-03 00:00:00
linky12954;C00012954;2055-03-19 00:00:00;2055-04-04 00:00:00
linky12955;C00012955;2055-03-20 00:00:00;2055-04-05 00:00:00
linky12956;C00012956;2055-03-21 00:00:00;2055-04-06 00:00:00
linky12957;C00012957;2055-03-22 00:00:00;2055-04-07 00:00:00
linky12958;C00012958;2055-03-23 00:00:00;2055-04-08 00:00:00
linky12959;C00012959;2055-03-24 00:00:00;2055-04-09 00:00:00
linky12960;C00012960;2055-03-25 00:00:00;2055-04-10 00:00:00
linky12961;C00012961;2055-03-26 00:00:00;2055-04-11 00:00:00
linky12962;C00012962;2055-03-27 00:00:00;2055-04-12 00:00:00
linky12963;C00012963;2055-03-28 00:00:00;2055-04-13 00:00:00
linky12964;C00012964;2055-03-29 00:00:00;2055-04-14 00:00:00
linky12965;C00012965;2055-03-30 00:00:00;2055-04-15 00:00:00
linky12966;C00012966;2055-03-31 00:00:00;2055-04-16 00:00:00
linky12967;C00012967;2055-04-01 00:00:00;2055-04-17 00:00:00
linky12968;C00012968;2055-04-02 00:00:00;2055-04-18 00:00:00
linky12969;C00012969;2055-04-03 00:00:00;2055-04-19 00:00:00
linky12970;C00012970;2055-04-04 00:00:00;2055-04-20 00:00:00
linky12971;C00012971;2055-04-05 00:00:00;2055-04-21 00:00:00
linky12972;C00012972;2055-04-06 00:00:00;2055-04-22 00:00:00
linky12973;C00012973;2055-04-07 00:00:00;2055-04-23 00:00:00
linky12974;C00012974;2055-04-08 00:00:00;2055-04-24 00:00:00
linky12975;C00012975;2055-04-09 00:00:00;2055-04-25 00:00:00
linky12976;C00012976;2055-04-10 00:00:00;2055-04-26 00:00:00
linky12977;C00012977;2055-04-11 00:00:00;2055-04-27 00:00:00
linky12978;C00012978;2055-04-12 00:00:00;2055-04-28 00:00:00
linky12979;C00012979;2055-04-13 00:00:00;2055-04-29 00:00:00
linky12980;C00012980;2055-04-14 00:00:00;2055-04-30 00:00:00
linky12981;C00012981;2055-04-15 00:00:00;2055-05-01 00:00:00
linky12982;C00012982;2055-04-16 00:00:00;2055-05-02 00:00:00
linky12983;C00012983;2055-04-17 00:00:00;2055-05-03 00:00:00
linky12984;C00012984;2055-04-18 00:00:00;2055-05-04 00:00:00
linky12985;C00012985;2055-04-19 00:00:00;2055-05-05 00:00:00
linky12986;C00012986;2055-04-20 00:00:00;2055-05-06 00:00:00
linky12987;C00012987;2055-04-21 00:00:00;2055-05-07 00:00:00
linky12988;C00012988;2055-04-22 00:00:00;2055-05-08 00:00:00
linky12989;C00012989;2055-04-23 00:00:00;2055-05-09 00:00:00
linky12990;C00012990;2055-04-24 00:00:00;2055-05-10 00:00:00
linky12991;C00012991;2055-04-25 00:00:00;2055-05-11 00:00:00
linky12992;C00012992;2055-04-26 00:00:00;2055-05-12 00:00:00
linky12993;C00012993;2055-04-27 00:00:00;2055-05-13 00:00:00
linky12994;C00012994;2055-04-28 00:00:00;2055-05-14 00:00:00
linky12995;C00012995;2055-04-29 00:00:00;2055-05-15 00:00:00
linky12996;C00012996;2055-04-30 00:00:00;2055-05-16 00:00:00
linky12997;C00012997;2055-05-01 00:00:00;2055-05-17 00:00:00
linky12998;C00012998;2055-05-02 00:00:00;2055-05-18 00:00:00
linky12999;C00012999;2055-05-03 00:00:00;2055-05-19 00:00:00
linky13000;C00013000;2055-05-04 00:00:00;2055-05-20 00:00:00
linky13001;C00013001;2055-05-05 00:00:00;2055-05-21 00:00:00
linky13002;C00013002;2055-05-06 00:00:00;2055-05-22 00:00:00
linky13003;C00013003;2055-05-07 00:00:00;2055-05-23 00:00:00
linky13004;C00013004;2055-05-08 00:00:00;2055-05-24 00:00:00
linky13005;C00013005;2055-05-09 00:00:00;2055-05-25 00:00:00
linky13006;C00013006;2055-05-10 00:00:00;2055-05-26 00:00:00
linky13007;C00013007;2055-05-11 00:00:00;2055-05-27 00:00:00
linky13008;C00013008;2055-05-12 00:00:00;2055-05-28 00:00:00
linky13009;C00013009;2055-05-13 00:00:00;2055-05-29 00:00:00
linky13010;C00013010;2055-05-14 00:00:00;2055-05-30 00:00:00
linky13011;C00013011;2055-05-15 00:00:00;2055-05-31 00:00:00
linky13012;C00013012;2055-05-16 00:00:00;2055-06-01 00:00:00
linky13013;C00013013;2055-05-17 00:00:00;2055-06-02 00:00:00
linky13014;C00013014;2055-05-18 00:00:00;2055-06-03 00:00:00
linky13015;C00013015;2055-05-19 00:00:00;2055-06-04 00:00:00
linky13016;C00013016;2055-05-20 00:00:00;2055-06-05 00:00:00
linky13017;C00013017;2055-05-21 00:00:00;2055-06-06 00:00:00
linky13018;C00013018;2055-05-22 00:00:00;2055-06-07 00:00:00
linky13019;C00013019;2055-05-23 00:00:00;2055-06-08 00:00:00
linky13020;C00013020;2055-05-24 00:00:00;2055-06-09 00:00:00
linky13021;C00013021;2055-05-25 00:00:00;2055-06-10 00:00:00
linky13022;C00013022;2055-05-26 00:00:00;2055-06-11 00:00:00
linky13023;C00013023;2055-05-27 00:00:00;2055-06-12 00:00:00
linky13024;C00013024;2055-05-28 00:00:00;2055-06-13 00:00:00
linky13025;C00013025;2055-05-29 00:00:00;2055-06-14 00:00:00
linky13026;C00013026;2055-05-30 00:00:00;2055-06-15 00:00:00
linky13027;C00013027;2055-05-31 00:00:00;2055-06-16 00:00:00
linky13028;C00013028;2055-06-01 00:00:00;2055-06-17 00:00:00
linky13029;C00013029;2055-06-02 00:00:00;2055-06-18 00:00:00
linky13030;C00013030;2055-06-03 00:00:00;2055-06-19 00:00:00
linky13031;C00013031;2055-06-04 00:00:00;2055-06-20 00:00:00
linky13032;C00013032;2055-06-05 00:00:00;2055-06-21 00:00:00
linky13033;C00013033;2055-06-06 00:00:00;2055-06-22 00:00:00
linky13034;C00013034;2055-06-07 00:00:00;2055-06-23 00:00:00
linky13035;C00013035;2055-06-08 00:00:00;2055-06-24 00:00:00
linky13036;C00013036;2055-06-09 00:00:00;2055-06-25 00:00:00
linky13037;C00013037;2055-06-10 00:00:00;2055-06-26 00:00:00
linky13038;C00013038;2055-06-11 00:00:00;2055-06-27 00:00:00
linky13039;C00013039;2055-06-12 00:00:00;2055-06-28 00:00:00
linky13040;C00013040;2055-06-13 00:00:00;2055-06-29 00:00:00
linky13041;C00013041;2055-06-14 00:00:00;2055-06-30 00:00:00
linky13042;C00013042;2055-06-15 00:00:00;2055-07-01 00:00:00
linky13043;C00013043;2055-06-16 00:00:00;2055-07-02 00:00:00
linky13044;C00013044;2055-06-17 00:00:00;2055-07-03 00:00:00
linky13045;C00013045;2055-06-18 00:00:00;2055-07-04 00:00:00
linky13046;C00013046;2055-06-19 00:00:00;2055-07-05 00:00:00
linky13047;C00013047;2055-06-20 00:00:00;2055-07-06 00:00:00
linky13048;C00013048;2055-06-21 00:00:00;2055-07-07 00:00:00
linky13049;C00013049;2055-06-22 00:00:00;2055-07-08 00:00:00
linky13050;C00013050;2055-06-23 00:00:00;2055-07-09 00:00:00
linky13051;C00013051;2055-06-24 00:00:00;2055-07-10 00:00:00
linky13052;C00013052;2055-06-25 00:00:00;2055-07-11 00:00:00
linky13053;C00013053;2055-06-26 00:00:00;2055-07-12 00:00:00
linky13054;C00013054;2055-06-27 00:00:00;2055-07-13 00:00:00
linky13055;C00013055;2055-06-28 00:00:00;2055-07-14 00:00:00
linky13056;C00013056;2055-06-29 00:00:00;2055-07-15 00:00:00
linky13057;C00013057;2055-06-30 00:00:00;2055-07-16 00:00:00
linky13058;C00013058;2055-07-01 00:00:00;2055-07-17 00:00:00
linky13059;C00013059;2055-07-02 00:00:00;2055-07-18 00:00:00
linky13060;C00013060;2055-07-03 00:00:00;2055-07-19 00:00:00
linky13061;C00013061;2055-07-04 00:00:00;2055-07-20 00:00:00
linky13062;C00013062;2055-07-05 00:00:00;2055-07-21 00:00:00
linky13063;C00013063;2055-07-06 00:00:00;2055-07-22 00:00:00
linky13064;C00013064;2055-07-07 00:00:00;2055-07-23 00:00:00
linky13065;C00013065;2055-07-08 00:00:00;2055-07-24 00:00:00
linky13066;C00013066;2055-07-09 00:00:00;2055-07-25 00:00:00
linky13067;C00013067;2055-07-10 00:00:00;2055-07-26 00:00:00
linky13068;C00013068;2055-07-11 00:00:00;2055-07-27 00:00:00
linky13069;C00013069;2055-07-12 00:00:00;2055-07-28 00:00:00
linky13070;C00013070;2055-07-13 00:00:00;2055-07-29 00:00:00
linky13071;C00013071;2055-07-14 00:00:00;2055-07-30 00:00:00
linky13072;C00013072;2055-07-15 00:00:00;2055-07-31 00:00:00
linky13073;C00013073;2055-07-16 00:00:00;2055-08-01 00:00:00
linky13074;C00013074;2055-07-17 00:00:00;2055-08-02 00:00:00
linky13075;C00013075;2055-07-18 00:00:00;2055-08-03 00:00:00
linky13076;C00013076;2055-07-19 00:00:00;2055-08-04 00:00:00
linky13077;C00013077;2055-07-20 00:00:00;2055-08-05 00:00:00
linky13078;C00013078;2055-07-21 00:00:00;2055-08-06 00:00:00
linky13079;C00013079;2055-07-22 00:00:00;2055-08-07 00:00:00
linky13080;C00013080;2055-07-23 00:00:00;2055-08-08 00:00:00
linky13081;C00013081;2055-07-24 00:00:00;2055-08-09 00:00:00
linky13082;C00013082;2055-07-25 00:00:00;2055-08-10 00:00:00
linky13083;C00013083;2055-07-26 00:00:00;2055-08-11 00:00:00
linky13084;C00013084;2055-07-27 00:00:00;2055-08-12 00:00:00
linky13085;C00013085;2055-07-28 00:00:00;2055-08-13 00:00:00
linky13086;C00013086;2055-07-29 00:00:00;2055-08-14 00:00:00
linky13087;C00013087;2055-07-30 00:00:00;2055-08-15 00:00:00
linky13088;C00013088;2055-07-31 00:00:00;2055-08-16 00:00:00
linky13089;C00013089;2055-08-01 00:00:00;2055-08-17 00:00:00
linky13090;C00013090;2055-08-02 00:00:00;2055-08-18 00:00:00
linky13091;C00013091;2055-08-03 00:00:00;2055-08-19 00:00:00
linky13092;C00013092;2055-08-04 00:00:00;2055-08-20 00:00:00
