pdk;id_concentrateur;date_debut;date_fin
pdk4606;K00004606;2019-09-12 00:00:00;2019-11-09 00:00:00
pdk4607;K00004607;2019-09-13 00:00:00;2019-11-10 00:00:00
pdk4608;K00004608;2019-09-14 00:00:00;2019-11-11 00:00:00
pdk4609;K00004609;2019-09-15 00:00:00;2019-11-12 00:00:00
pdk4610;K00004610;2019-09-16 00:00:00;2019-11-13 00:00:00
pdk4611;K00004611;2019-09-17 00:00:00;2019-11-14 00:00:00
pdk4612;K00004612;2019-09-18 00:00:00;2019-11-15 00:00:00
pdk4613;K00004613;2019-09-19 00:00:00;2019-11-16 00:00:00
pdk4614;K00004614;2019-09-20 00:00:00;2019-11-17 00:00:00
pdk4615;K00004615;2019-09-21 00:00:00;2019-11-18 00:00:00
pdk4616;K00004616;2019-09-22 00:00:00;2019-11-19 00:00:00
pdk4617;K00004617;2019-09-23 00:00:00;2019-11-20 00:00:00
pdk4618;K00004618;2019-09-24 00:00:00;2019-11-21 00:00:00
pdk4619;K00004619;2019-09-25 00:00:00;2019-11-22 00:00:00
pdk4620;K00004620;2019-09-26 00:00:00;2019-11-23 00:00:00
pdk4621;K00004621;2019-09-27 00:00:00;2019-11-24 00:00:00
pdk4622;K00004622;2019-09-28 00:00:00;2019-11-25 00:00:00
pdk4623;K00004623;2019-09-29 00:00:00;2019-11-26 00:00:00
pdk4624;K00004624;2019-09-30 00:00:00;2019-11-27 00:00:00
pdk4625;K00004625;2019-10-01 00:00:00;2019-11-28 00:00:00
pdk4626;K00004626;2019-10-02 00:00:00;2019-11-29 00:00:00
pdk4627;K00004627;2019-10-03 00:00:00;2019-11-30 00:00:00
pdk4628;K00004628;2019-10-04 00:00:00;2019-12-01 00:00:00
pdk4629;K00004629;2019-10-05 00:00:00;2019-12-02 00:00:00
pdk4630;K00004630;2019-10-06 00:00:00;2019-12-03 00:00:00
pdk4631;K00004631;2019-10-07 00:00:00;2019-12-04 00:00:00
pdk4632;K00004632;2019-10-08 00:00:00;2019-12-05 00:00:00
pdk4633;K00004633;2019-10-09 00:00:00;2019-12-06 00:00:00
pdk4634;K00004634;2019-10-10 00:00:00;2019-12-07 00:00:00
pdk4635;K00004635;2019-10-11 00:00:00;2019-12-08 00:00:00
pdk4636;K00004636;2019-10-12 00:00:00;2019-12-09 00:00:00
pdk4637;K00004637;2019-10-13 00:00:00;2019-12-10 00:00:00
pdk4638;K00004638;2019-10-14 00:00:00;2019-12-11 00:00:00
pdk4639;K00004639;2019-10-15 00:00:00;2019-12-12 00:00:00
pdk4640;K00004640;2019-10-16 00:00:00;2019-12-13 00:00:00
pdk4641;K00004641;2019-10-17 00:00:00;2019-12-14 00:00:00
pdk4642;K00004642;2019-10-18 00:00:00;2019-12-15 00:00:00
pdk4643;K00004643;2019-10-19 00:00:00;2019-12-16 00:00:00
pdk4644;K00004644;2019-10-20 00:00:00;2019-12-17 00:00:00
pdk4645;K00004645;2019-10-21 00:00:00;2019-12-18 00:00:00
pdk4646;K00004646;2019-10-22 00:00:00;2019-12-19 00:00:00
pdk4647;K00004647;2019-10-23 00:00:00;2019-12-20 00:00:00
pdk4648;K00004648;2019-10-24 00:00:00;2019-12-21 00:00:00
pdk4649;K00004649;2019-10-25 00:00:00;2019-12-22 00:00:00
pdk4650;K00004650;2019-10-26 00:00:00;2019-12-23 00:00:00
pdk4651;K00004651;2019-10-27 00:00:00;2019-12-24 00:00:00
pdk4652;K00004652;2019-10-28 00:00:00;2019-12-25 00:00:00
pdk4653;K00004653;2019-10-29 00:00:00;2019-12-26 00:00:00
pdk4654;K00004654;2019-10-30 00:00:00;2019-12-27 00:00:00
pdk4655;K00004655;2019-10-31 00:00:00;2019-12-28 00:00:00
pdk4656;K00004656;2019-11-01 00:00:00;2019-12-29 00:00:00
pdk4657;K00004657;2019-11-02 00:00:00;2019-12-30 00:00:00
pdk4658;K00004658;2019-11-03 00:00:00;2019-12-31 00:00:00
pdk4659;K00004659;2019-11-04 00:00:00;2020-01-01 00:00:00
pdk4660;K00004660;2019-11-05 00:00:00;2020-01-02 00:00:00
pdk4661;K00004661;2019-11-06 00:00:00;2020-01-03 00:00:00
pdk4662;K00004662;2019-11-07 00:00:00;2020-01-04 00:00:00
pdk4663;K00004663;2019-11-08 00:00:00;2020-01-05 00:00:00
pdk4664;K00004664;2019-11-09 00:00:00;2020-01-06 00:00:00
pdk4665;K00004665;2019-11-10 00:00:00;2020-01-07 00:00:00
pdk4666;K00004666;2019-11-11 00:00:00;2020-01-08 00:00:00
pdk4667;K00004667;2019-11-12 00:00:00;2020-01-09 00:00:00
pdk4668;K00004668;2019-11-13 00:00:00;2020-01-10 00:00:00
pdk4669;K00004669;2019-11-14 00:00:00;2020-01-11 00:00:00
pdk4670;K00004670;2019-11-15 00:00:00;2020-01-12 00:00:00
pdk4671;K00004671;2019-11-16 00:00:00;2020-01-13 00:00:00
pdk4672;K00004672;2019-11-17 00:00:00;2020-01-14 00:00:00
pdk4673;K00004673;2019-11-18 00:00:00;2020-01-15 00:00:00
pdk4674;K00004674;2019-11-19 00:00:00;2020-01-16 00:00:00
pdk4675;K00004675;2019-11-20 00:00:00;2020-01-17 00:00:00
pdk4676;K00004676;2019-11-21 00:00:00;2020-01-18 00:00:00
pdk4677;K00004677;2019-11-22 00:00:00;2020-01-19 00:00:00
pdk4678;K00004678;2019-11-23 00:00:00;2020-01-20 00:00:00
pdk4679;K00004679;2019-11-24 00:00:00;2020-01-21 00:00:00
pdk4680;K00004680;2019-11-25 00:00:00;2020-01-22 00:00:00
pdk4681;K00004681;2019-11-26 00:00:00;2020-01-23 00:00:00
pdk4682;K00004682;2019-11-27 00:00:00;2020-01-24 00:00:00
pdk4683;K00004683;2019-11-28 00:00:00;2020-01-25 00:00:00
pdk4684;K00004684;2019-11-29 00:00:00;2020-01-26 00:00:00
pdk4685;K00004685;2019-11-30 00:00:00;2020-01-27 00:00:00
pdk4686;K00004686;2019-12-01 00:00:00;2020-01-28 00:00:00
pdk4687;K00004687;2019-12-02 00:00:00;2020-01-29 00:00:00
pdk4688;K00004688;2019-12-03 00:00:00;2020-01-30 00:00:00
pdk4689;K00004689;2019-12-04 00:00:00;2020-01-31 00:00:00
pdk4690;K00004690;2019-12-05 00:00:00;2020-02-01 00:00:00
pdk4691;K00004691;2019-12-06 00:00:00;2020-02-02 00:00:00
pdk4692;K00004692;2019-12-07 00:00:00;2020-02-03 00:00:00
pdk4693;K00004693;2019-12-08 00:00:00;2020-02-04 00:00:00
pdk4694;K00004694;2019-12-09 00:00:00;2020-02-05 00:00:00
pdk4695;K00004695;2019-12-10 00:00:00;2020-02-06 00:00:00
pdk4696;K00004696;2019-12-11 00:00:00;2020-02-07 00:00:00
pdk4697;K00004697;2019-12-12 00:00:00;2020-02-08 00:00:00
pdk4698;K00004698;2019-12-13 00:00:00;2020-02-09 00:00:00
pdk4699;K00004699;2019-12-14 00:00:00;2020-02-10 00:00:00
pdk4700;K00004700;2019-12-15 00:00:00;2020-02-11 00:00:00
pdk4701;K00004701;2019-12-16 00:00:00;2020-02-12 00:00:00
pdk4702;K00004702;2019-12-17 00:00:00;2020-02-13 00:00:00
pdk4703;K00004703;2019-12-18 00:00:00;2020-02-14 00:00:00
pdk4704;K00004704;2019-12-19 00:00:00;2020-02-15 00:00:00
pdk4705;K00004705;2019-12-20 00:00:00;2020-02-16 00:00:00
pdk4706;K00004706;2019-12-21 00:00:00;2020-02-17 00:00:00
pdk4707;K00004707;2019-12-22 00:00:00;2020-02-18 00:00:00
pdk4708;K00004708;2019-12-23 00:00:00;2020-02-19 00:00:00
pdk4709;K00004709;2019-12-24 00:00:00;2020-02-20 00:00:00
pdk4710;K00004710;2019-12-25 00:00:00;2020-02-21 00:00:00
pdk4711;K00004711;2019-12-26 00:00:00;2020-02-22 00:00:00
pdk4712;K00004712;2019-12-27 00:00:00;2020-02-23 00:00:00
pdk4713;K00004713;2019-12-28 00:00:00;2020-02-24 00:00:00
pdk4714;K00004714;2019-12-29 00:00:00;2020-02-25 00:00:00
pdk4715;K00004715;2019-12-30 00:00:00;2020-02-26 00:00:00
pdk4716;K00004716;2019-12-31 00:00:00;2020-02-27 00:00:00
pdk4717;K00004717;2020-01-01 00:00:00;2020-02-28 00:00:00
pdk4718;K00004718;2020-01-02 00:00:00;2020-02-29 00:00:00
pdk4719;K00004719;2020-01-03 00:00:00;2020-03-01 00:00:00
pdk4720;K00004720;2020-01-04 00:00:00;2020-03-02 00:00:00
pdk4721;K00004721;2020-01-05 00:00:00;2020-03-03 00:00:00
pdk4722;K00004722;2020-01-06 00:00:00;2020-03-04 00:00:00
pdk4723;K00004723;2020-01-07 00:00:00;2020-03-05 00:00:00
pdk4724;K00004724;2020-01-08 00:00:00;2020-03-06 00:00:00
pdk4725;K00004725;2020-01-09 00:00:00;2020-03-07 00:00:00
pdk4726;K00004726;2020-01-10 00:00:00;2020-03-08 00:00:00
pdk4727;K00004727;2020-01-11 00:00:00;2020-03-09 00:00:00
pdk4728;K00004728;2020-01-12 00:00:00;2020-03-10 00:00:00
pdk4729;K00004729;2020-01-13 00:00:00;2020-03-11 00:00:00
pdk4730;K00004730;2020-01-14 00:00:00;2020-03-12 00:00:00
pdk4731;K00004731;2020-01-15 00:00:00;2020-03-13 00:00:00
pdk4732;K00004732;2020-01-16 00:00:00;2020-03-14 00:00:00
pdk4733;K00004733;2020-01-17 00:00:00;2020-03-15 00:00:00
pdk4734;K00004734;2020-01-18 00:00:00;2020-03-16 00:00:00
pdk4735;K00004735;2020-01-19 00:00:00;2020-03-17 00:00:00
pdk4736;K00004736;2020-01-20 00:00:00;2020-03-18 00:00:00
pdk4737;K00004737;2020-01-21 00:00:00;2020-03-19 00:00:00
pdk4738;K00004738;2020-01-22 00:00:00;2020-03-20 00:00:00
pdk4739;K00004739;2020-01-23 00:00:00;2020-03-21 00:00:00
pdk4740;K00004740;2020-01-24 00:00:00;2020-03-22 00:00:00
pdk4741;K00004741;2020-01-25 00:00:00;2020-03-23 00:00:00
pdk4742;K00004742;2020-01-26 00:00:00;2020-03-24 00:00:00
pdk4743;K00004743;2020-01-27 00:00:00;2020-03-25 00:00:00
pdk4744;K00004744;2020-01-28 00:00:00;2020-03-26 00:00:00
pdk4745;K00004745;2020-01-29 00:00:00;2020-03-27 00:00:00
pdk4746;K00004746;2020-01-30 00:00:00;2020-03-28 00:00:00
pdk4747;K00004747;2020-01-31 00:00:00;2020-03-29 00:00:00
pdk4748;K00004748;2020-02-01 00:00:00;2020-03-30 00:00:00
pdk4749;K00004749;2020-02-02 00:00:00;2020-03-31 00:00:00
pdk4750;K00004750;2020-02-03 00:00:00;2020-04-01 00:00:00
pdk4751;K00004751;2020-02-04 00:00:00;2020-04-02 00:00:00
pdk4752;K00004752;2020-02-05 00:00:00;2020-04-03 00:00:00
pdk4753;K00004753;2020-02-06 00:00:00;2020-04-04 00:00:00
pdk4754;K00004754;2020-02-07 00:00:00;2020-04-05 00:00:00
pdk4755;K00004755;2020-02-08 00:00:00;2020-04-06 00:00:00
pdk4756;K00004756;2020-02-09 00:00:00;2020-04-07 00:00:00
pdk4757;K00004757;2020-02-10 00:00:00;2020-04-08 00:00:00
pdk4758;K00004758;2020-02-11 00:00:00;2020-04-09 00:00:00
pdk4759;K00004759;2020-02-12 00:00:00;2020-04-10 00:00:00
pdk4760;K00004760;2020-02-13 00:00:00;2020-04-11 00:00:00
pdk4761;K00004761;2020-02-14 00:00:00;2020-04-12 00:00:00
pdk4762;K00004762;2020-02-15 00:00:00;2020-04-13 00:00:00
pdk4763;K00004763;2020-02-16 00:00:00;2020-04-14 00:00:00
pdk4764;K00004764;2020-02-17 00:00:00;2020-04-15 00:00:00
pdk4765;K00004765;2020-02-18 00:00:00;2020-04-16 00:00:00
pdk4766;K00004766;2020-02-19 00:00:00;2020-04-17 00:00:00
pdk4767;K00004767;2020-02-20 00:00:00;2020-04-18 00:00:00
pdk4768;K00004768;2020-02-21 00:00:00;2020-04-19 00:00:00
pdk4769;K00004769;2020-02-22 00:00:00;2020-04-20 00:00:00
pdk4770;K00004770;2020-02-23 00:00:00;2020-04-21 00:00:00
pdk4771;K00004771;2020-02-24 00:00:00;2020-04-22 00:00:00
pdk4772;K00004772;2020-02-25 00:00:00;2020-04-23 00:00:00
pdk4773;K00004773;2020-02-26 00:00:00;2020-04-24 00:00:00
pdk4774;K00004774;2020-02-27 00:00:00;2020-04-25 00:00:00
pdk4775;K00004775;2020-02-28 00:00:00;2020-04-26 00:00:00
pdk4776;K00004776;2020-02-29 00:00:00;2020-04-27 00:00:00
pdk4777;K00004777;2020-03-01 00:00:00;2020-04-28 00:00:00
pdk4778;K00004778;2020-03-02 00:00:00;2020-04-29 00:00:00
pdk4779;K00004779;2020-03-03 00:00:00;2020-04-30 00:00:00
pdk4780;K00004780;2020-03-04 00:00:00;2020-05-01 00:00:00
pdk4781;K00004781;2020-03-05 00:00:00;2020-05-02 00:00:00
pdk4782;K00004782;2020-03-06 00:00:00;2020-05-03 00:00:00
pdk4783;K00004783;2020-03-07 00:00:00;2020-05-04 00:00:00
pdk4784;K00004784;2020-03-08 00:00:00;2020-05-05 00:00:00
pdk4785;K00004785;2020-03-09 00:00:00;2020-05-06 00:00:00
pdk4786;K00004786;2020-03-10 00:00:00;2020-05-07 00:00:00
pdk4787;K00004787;2020-03-11 00:00:00;2020-05-08 00:00:00
pdk4788;K00004788;2020-03-12 00:00:00;2020-05-09 00:00:00
pdk4789;K00004789;2020-03-13 00:00:00;2020-05-10 00:00:00
pdk4790;K00004790;2020-03-14 00:00:00;2020-05-11 00:00:00
pdk4791;K00004791;2020-03-15 00:00:00;2020-05-12 00:00:00
pdk4792;K00004792;2020-03-16 00:00:00;2020-05-13 00:00:00
pdk4793;K00004793;2020-03-17 00:00:00;2020-05-14 00:00:00
pdk4794;K00004794;2020-03-18 00:00:00;2020-05-15 00:00:00
pdk4795;K00004795;2020-03-19 00:00:00;2020-05-16 00:00:00
pdk4796;K00004796;2020-03-20 00:00:00;2020-05-17 00:00:00
pdk4797;K00004797;2020-03-21 00:00:00;2020-05-18 00:00:00
pdk4798;K00004798;2020-03-22 00:00:00;2020-05-19 00:00:00
pdk4799;K00004799;2020-03-23 00:00:00;2020-05-20 00:00:00
pdk4800;K00004800;2020-03-24 00:00:00;2020-05-21 00:00:00
pdk4801;K00004801;2020-03-25 00:00:00;2020-05-22 00:00:00
pdk4802;K00004802;2020-03-26 00:00:00;2020-05-23 00:00:00
pdk4803;K00004803;2020-03-27 00:00:00;2020-05-24 00:00:00
pdk4804;K00004804;2020-03-28 00:00:00;2020-05-25 00:00:00
pdk4805;K00004805;2020-03-29 00:00:00;2020-05-26 00:00:00
pdk4806;K00004806;2020-03-30 00:00:00;2020-05-27 00:00:00
pdk4807;K00004807;2020-03-31 00:00:00;2020-05-28 00:00:00
pdk4808;K00004808;2020-04-01 00:00:00;2020-05-29 00:00:00
pdk4809;K00004809;2020-04-02 00:00:00;2020-05-30 00:00:00
pdk4810;K00004810;2020-04-03 00:00:00;2020-05-31 00:00:00
pdk4811;K00004811;2020-04-04 00:00:00;2020-06-01 00:00:00
pdk4812;K00004812;2020-04-05 00:00:00;2020-06-02 00:00:00
pdk4813;K00004813;2020-04-06 00:00:00;2020-06-03 00:00:00
pdk4814;K00004814;2020-04-07 00:00:00;2020-06-04 00:00:00
pdk4815;K00004815;2020-04-08 00:00:00;2020-06-05 00:00:00
pdk4816;K00004816;2020-04-09 00:00:00;2020-06-06 00:00:00
pdk4817;K00004817;2020-04-10 00:00:00;2020-06-07 00:00:00
pdk4818;K00004818;2020-04-11 00:00:00;2020-06-08 00:00:00
pdk4819;K00004819;2020-04-12 00:00:00;2020-06-09 00:00:00
pdk4820;K00004820;2020-04-13 00:00:00;2020-06-10 00:00:00
pdk4821;K00004821;2020-04-14 00:00:00;2020-06-11 00:00:00
pdk4822;K00004822;2020-04-15 00:00:00;2020-06-12 00:00:00
pdk4823;K00004823;2020-04-16 00:00:00;2020-06-13 00:00:00
pdk4824;K00004824;2020-04-17 00:00:00;2020-06-14 00:00:00
pdk4825;K00004825;2020-04-18 00:00:00;2020-06-15 00:00:00
pdk4826;K00004826;2020-04-19 00:00:00;2020-06-16 00:00:00
pdk4827;K00004827;2020-04-20 00:00:00;2020-06-17 00:00:00
pdk4828;K00004828;2020-04-21 00:00:00;2020-06-18 00:00:00
pdk4829;K00004829;2020-04-22 00:00:00;2020-06-19 00:00:00
pdk4830;K00004830;2020-04-23 00:00:00;2020-06-20 00:00:00
pdk4831;K00004831;2020-04-24 00:00:00;2020-06-21 00:00:00
pdk4832;K00004832;2020-04-25 00:00:00;2020-06-22 00:00:00
pdk4833;K00004833;2020-04-26 00:00:00;2020-06-23 00:00:00
pdk4834;K00004834;2020-04-27 00:00:00;2020-06-24 00:00:00
pdk4835;K00004835;2020-04-28 00:00:00;2020-06-25 00:00:00
pdk4836;K00004836;2020-04-29 00:00:00;2020-06-26 00:00:00
pdk4837;K00004837;2020-04-30 00:00:00;2020-06-27 00:00:00
pdk4838;K00004838;2020-05-01 00:00:00;2020-06-28 00:00:00
pdk4839;K00004839;2020-05-02 00:00:00;2020-06-29 00:00:00
pdk4840;K00004840;2020-05-03 00:00:00;2020-06-30 00:00:00
pdk4841;K00004841;2020-05-04 00:00:00;2020-07-01 00:00:00
pdk4842;K00004842;2020-05-05 00:00:00;2020-07-02 00:00:00
pdk4843;K00004843;2020-05-06 00:00:00;2020-07-03 00:00:00
pdk4844;K00004844;2020-05-07 00:00:00;2020-07-04 00:00:00
pdk4845;K00004845;2020-05-08 00:00:00;2020-07-05 00:00:00
pdk4846;K00004846;2020-05-09 00:00:00;2020-07-06 00:00:00
pdk4847;K00004847;2020-05-10 00:00:00;2020-07-07 00:00:00
pdk4848;K00004848;2020-05-11 00:00:00;2020-07-08 00:00:00
pdk4849;K00004849;2020-05-12 00:00:00;2020-07-09 00:00:00
pdk4850;K00004850;2020-05-13 00:00:00;2020-07-10 00:00:00
pdk4851;K00004851;2020-05-14 00:00:00;2020-07-11 00:00:00
pdk4852;K00004852;2020-05-15 00:00:00;2020-07-12 00:00:00
pdk4853;K00004853;2020-05-16 00:00:00;2020-07-13 00:00:00
pdk4854;K00004854;2020-05-17 00:00:00;2020-07-14 00:00:00
pdk4855;K00004855;2020-05-18 00:00:00;2020-07-15 00:00:00
pdk4856;K00004856;2020-05-19 00:00:00;2020-07-16 00:00:00
pdk4857;K00004857;2020-05-20 00:00:00;2020-07-17 00:00:00
pdk4858;K00004858;2020-05-21 00:00:00;2020-07-18 00:00:00
pdk4859;K00004859;2020-05-22 00:00:00;2020-07-19 00:00:00
pdk4860;K00004860;2020-05-23 00:00:00;2020-07-20 00:00:00
pdk4861;K00004861;2020-05-24 00:00:00;2020-07-21 00:00:00
pdk4862;K00004862;2020-05-25 00:00:00;2020-07-22 00:00:00
pdk4863;K00004863;2020-05-26 00:00:00;2020-07-23 00:00:00
pdk4864;K00004864;2020-05-27 00:00:00;2020-07-24 00:00:00
pdk4865;K00004865;2020-05-28 00:00:00;2020-07-25 00:00:00
pdk4866;K00004866;2020-05-29 00:00:00;2020-07-26 00:00:00
pdk4867;K00004867;2020-05-30 00:00:00;2020-07-27 00:00:00
pdk4868;K00004868;2020-05-31 00:00:00;2020-07-28 00:00:00
pdk4869;K00004869;2020-06-01 00:00:00;2020-07-29 00:00:00
pdk4870;K00004870;2020-06-02 00:00:00;2020-07-30 00:00:00
pdk4871;K00004871;2020-06-03 00:00:00;2020-07-31 00:00:00
pdk4872;K00004872;2020-06-04 00:00:00;2020-08-01 00:00:00
pdk4873;K00004873;2020-06-05 00:00:00;2020-08-02 00:00:00
pdk4874;K00004874;2020-06-06 00:00:00;2020-08-03 00:00:00
pdk4875;K00004875;2020-06-07 00:00:00;2020-08-04 00:00:00
pdk4876;K00004876;2020-06-08 00:00:00;2020-08-05 00:00:00
pdk4877;K00004877;2020-06-09 00:00:00;2020-08-06 00:00:00
pdk4878;K00004878;2020-06-10 00:00:00;2020-08-07 00:00:00
pdk4879;K00004879;2020-06-11 00:00:00;2020-08-08 00:00:00
pdk4880;K00004880;2020-06-12 00:00:00;2020-08-09 00:00:00
pdk4881;K00004881;2020-06-13 00:00:00;2020-08-10 00:00:00
pdk4882;K00004882;2020-06-14 00:00:00;2020-08-11 00:00:00
pdk4883;K00004883;2020-06-15 00:00:00;2020-08-12 00:00:00
pdk4884;K00004884;2020-06-16 00:00:00;2020-08-13 00:00:00
pdk4885;K00004885;2020-06-17 00:00:00;2020-08-14 00:00:00
pdk4886;K00004886;2020-06-18 00:00:00;2020-08-15 00:00:00
pdk4887;K00004887;2020-06-19 00:00:00;2020-08-16 00:00:00
pdk4888;K00004888;2020-06-20 00:00:00;2020-08-17 00:00:00
pdk4889;K00004889;2020-06-21 00:00:00;2020-08-18 00:00:00
pdk4890;K00004890;2020-06-22 00:00:00;2020-08-19 00:00:00
pdk4891;K00004891;2020-06-23 00:00:00;2020-08-20 00:00:00
pdk4892;K00004892;2020-06-24 00:00:00;2020-08-21 00:00:00
pdk4893;K00004893;2020-06-25 00:00:00;2020-08-22 00:00:00
pdk4894;K00004894;2020-06-26 00:00:00;2020-08-23 00:00:00
pdk4895;K00004895;2020-06-27 00:00:00;2020-08-24 00:00:00
pdk4896;K00004896;2020-06-28 00:00:00;2020-08-25 00:00:00
pdk4897;K00004897;2020-06-29 00:00:00;2020-08-26 00:00:00
pdk4898;K00004898;2020-06-30 00:00:00;2020-08-27 00:00:00
pdk4899;K00004899;2020-07-01 00:00:00;2020-08-28 00:00:00
pdk4900;K00004900;2020-07-02 00:00:00;2020-08-29 00:00:00
pdk4901;K00004901;2020-07-03 00:00:00;2020-08-30 00:00:00
pdk4902;K00004902;2020-07-04 00:00:00;2020-08-31 00:00:00
pdk4903;K00004903;2020-07-05 00:00:00;2020-09-01 00:00:00
pdk4904;K00004904;2020-07-06 00:00:00;2020-09-02 00:00:00
pdk4905;K00004905;2020-07-07 00:00:00;2020-09-03 00:00:00
pdk4906;K00004906;2020-07-08 00:00:00;2020-09-04 00:00:00
pdk4907;K00004907;2020-07-09 00:00:00;2020-09-05 00:00:00
pdk4908;K00004908;2020-07-10 00:00:00;2020-09-06 00:00:00
pdk4909;K00004909;2020-07-11 00:00:00;2020-09-07 00:00:00
pdk4910;K00004910;2020-07-12 00:00:00;2020-09-08 00:00:00
pdk4911;K00004911;2020-07-13 00:00:00;2020-09-09 00:00:00
pdk4912;K00004912;2020-07-14 00:00:00;2020-09-10 00:00:00
pdk4913;K00004913;2020-07-15 00:00:00;2020-09-11 00:00:00
pdk4914;K00004914;2020-07-16 00:00:00;2020-09-12 00:00:00
pdk4915;K00004915;2020-07-17 00:00:00;2020-09-13 00:00:00
pdk4916;K00004916;2020-07-18 00:00:00;2020-09-14 00:00:00
pdk4917;K00004917;2020-07-19 00:00:00;2020-09-15 00:00:00
pdk4918;K00004918;2020-07-20 00:00:00;2020-09-16 00:00:00
pdk4919;K00004919;2020-07-21 00:00:00;2020-09-17 00:00:00
pdk4920;K00004920;2020-07-22 00:00:00;2020-09-18 00:00:00
pdk4921;K00004921;2020-07-23 00:00:00;2020-09-19 00:00:00
pdk4922;K00004922;2020-07-24 00:00:00;2020-09-20 00:00:00
pdk4923;K00004923;2020-07-25 00:00:00;2020-09-21 00:00:00
pdk4924;K00004924;2020-07-26 00:00:00;2020-09-22 00:00:00
pdk4925;K00004925;2020-07-27 00:00:00;2020-09-23 00:00:00
pdk4926;K00004926;2020-07-28 00:00:00;2020-09-24 00:00:00
pdk4927;K00004927;2020-07-29 00:00:00;2020-09-25 00:00:00
pdk4928;K00004928;2020-07-30 00:00:00;2020-09-26 00:00:00
pdk4929;K00004929;2020-07-31 00:00:00;2020-09-27 00:00:00
pdk4930;K00004930;2020-08-01 00:00:00;2020-09-28 00:00:00
pdk4931;K00004931;2020-08-02 00:00:00;2020-09-29 00:00:00
pdk4932;K00004932;2020-08-03 00:00:00;2020-09-30 00:00:00
pdk4933;K00004933;2020-08-04 00:00:00;2020-10-01 00:00:00
pdk4934;K00004934;2020-08-05 00:00:00;2020-10-02 00:00:00
pdk4935;K00004935;2020-08-06 00:00:00;2020-10-03 00:00:00
pdk4936;K00004936;2020-08-07 00:00:00;2020-10-04 00:00:00
pdk4937;K00004937;2020-08-08 00:00:00;2020-10-05 00:00:00
pdk4938;K00004938;2020-08-09 00:00:00;2020-10-06 00:00:00
pdk4939;K00004939;2020-08-10 00:00:00;2020-10-07 00:00:00
pdk4940;K00004940;2020-08-11 00:00:00;2020-10-08 00:00:00
pdk4941;K00004941;2020-08-12 00:00:00;2020-10-09 00:00:00
pdk4942;K00004942;2020-08-13 00:00:00;2020-10-10 00:00:00
pdk4943;K00004943;2020-08-14 00:00:00;2020-10-11 00:00:00
pdk4944;K00004944;2020-08-15 00:00:00;2020-10-12 00:00:00
pdk4945;K00004945;2020-08-16 00:00:00;2020-10-13 00:00:00
pdk4946;K00004946;2020-08-17 00:00:00;2020-10-14 00:00:00
pdk4947;K00004947;2020-08-18 00:00:00;2020-10-15 00:00:00
pdk4948;K00004948;2020-08-19 00:00:00;2020-10-16 00:00:00
pdk4949;K00004949;2020-08-20 00:00:00;2020-10-17 00:00:00
pdk4950;K00004950;2020-08-21 00:00:00;2020-10-18 00:00:00
pdk4951;K00004951;2020-08-22 00:00:00;2020-10-19 00:00:00
pdk4952;K00004952;2020-08-23 00:00:00;2020-10-20 00:00:00
pdk4953;K00004953;2020-08-24 00:00:00;2020-10-21 00:00:00
pdk4954;K00004954;2020-08-25 00:00:00;2020-10-22 00:00:00
pdk4955;K00004955;2020-08-26 00:00:00;2020-10-23 00:00:00
pdk4956;K00004956;2020-08-27 00:00:00;2020-10-24 00:00:00
pdk4957;K00004957;2020-08-28 00:00:00;2020-10-25 00:00:00
pdk4958;K00004958;2020-08-29 00:00:00;2020-10-26 00:00:00
pdk4959;K00004959;2020-08-30 00:00:00;2020-10-27 00:00:00
pdk4960;K00004960;2020-08-31 00:00:00;2020-10-28 00:00:00
pdk4961;K00004961;2020-09-01 00:00:00;2020-10-29 00:00:00
pdk4962;K00004962;2020-09-02 00:00:00;2020-10-30 00:00:00
pdk4963;K00004963;2020-09-03 00:00:00;2020-10-31 00:00:00
pdk4964;K00004964;2020-09-04 00:00:00;2020-11-01 00:00:00
pdk4965;K00004965;2020-09-05 00:00:00;2020-11-02 00:00:00
pdk4966;K00004966;2020-09-06 00:00:00;2020-11-03 00:00:00
pdk4967;K00004967;2020-09-07 00:00:00;2020-11-04 00:00:00
pdk4968;K00004968;2020-09-08 00:00:00;2020-11-05 00:00:00
pdk4969;K00004969;2020-09-09 00:00:00;2020-11-06 00:00:00
pdk4970;K00004970;2020-09-10 00:00:00;2020-11-07 00:00:00
pdk4971;K00004971;2020-09-11 00:00:00;2020-11-08 00:00:00
pdk4972;K00004972;2020-09-12 00:00:00;2020-11-09 00:00:00
pdk4973;K00004973;2020-09-13 00:00:00;2020-11-10 00:00:00
pdk4974;K00004974;2020-09-14 00:00:00;2020-11-11 00:00:00
pdk4975;K00004975;2020-09-15 00:00:00;2020-11-12 00:00:00
pdk4976;K00004976;2020-09-16 00:00:00;2020-11-13 00:00:00
pdk4977;K00004977;2020-09-17 00:00:00;2020-11-14 00:00:00
pdk4978;K00004978;2020-09-18 00:00:00;2020-11-15 00:00:00
pdk4979;K00004979;2020-09-19 00:00:00;2020-11-16 00:00:00
pdk4980;K00004980;2020-09-20 00:00:00;2020-11-17 00:00:00
pdk4981;K00004981;2020-09-21 00:00:00;2020-11-18 00:00:00
pdk4982;K00004982;2020-09-22 00:00:00;2020-11-19 00:00:00
